"","region_en","year","level","average_nominal_monthly_salary","average_percapita_income","average_size_of_pensions","crude_birth_rate","gross_regional_product","infant_mortality_rate","life_expectancy_men","life_expectancy_total","life_expectancy_women","mortality_rate","number_of_theater_goers_per_1000_population","number_of_visits_to_museums_per_1000_population","planar_sports_facilities_(playgrounds_and_fields)","population_rural","population_total","population_urban","publication_of_newspapers_per_1000_people","sports_halls","stadiums_with_stands_for_1500_seats_or_more","swimming_pools"
"1191","Vologda Region",2004,"region",6970.6,5246,2098.4,10.7,NA,10.9,NA,NA,NA,19.1,139,840,NA,NA,NA,NA,1416,NA,NA,NA
"1192","Vologda Region",2005,"region",8827.9,6345,2612.4,10.5,NA,11.6,56.05,63.11,71.66,18.8,127,824,510,NA,NA,NA,1090,536,16,NA
"1193","Vologda Region",2006,"region",10666.6,8673,2919.1,10.9,NA,8.6,NA,NA,NA,17.1,131,904,NA,NA,NA,NA,812,NA,NA,NA
"1194","Vologda Region",2007,"region",12913.9,10499,3764.3,11.6,NA,9,NA,NA,NA,15.9,147,913,NA,NA,NA,NA,890,NA,NA,NA
"1195","Vologda Region",2008,"region",16115.3,12193,4648.8,12,NA,7.7,NA,NA,NA,16.3,178,850,NA,NA,NA,NA,1136,NA,NA,NA
"1196","Vologda Region",2009,"region",16565.5,12192,6298.1,12.4,NA,7.8,60.7,67.27,74.43,16.2,142,896,667,NA,NA,NA,1075,610,29,NA
"1197","Vologda Region",2010,"region",18536.4,13999,7810.5,12.5,NA,7.4,NA,NA,NA,16.8,154,9,707,353,1203,850,21,658,15,NA
"1198","Vologda Region",2011,"region",20250.3,NA,8507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","Voronezh Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,2467,1496,NA,NA,NA,NA
"1200","Voronezh Region",1990,"region",NA,NA,NA,11.5,NA,13.8,NA,NA,NA,13.9,350,279,NA,NA,NA,NA,285,NA,NA,NA
"1201","Voronezh Region",1995,"region",NA,345,NA,8.3,NA,15.4,NA,NA,NA,16.7,206,223,2930,NA,NA,NA,408,834,33,NA
"1202","Voronezh Region",2000,"region",1376,1486,788.1,7.6,NA,13.3,60.17,66.54,73.49,17.9,149,282,NA,NA,NA,NA,254,NA,NA,NA
"1203","Voronezh Region",2001,"region",1912.3,2040,1093.9,7.7,NA,13.3,NA,NA,NA,18.3,150,213,NA,NA,NA,NA,207,NA,NA,NA
"1204","Voronezh Region",2002,"region",2579.7,2597,1384.4,8,NA,10.8,NA,NA,NA,18.9,161,294,NA,907,2378,1471,198,NA,NA,NA
"1205","Voronezh Region",2003,"region",3549.1,3391,1651.8,8.3,NA,10.9,NA,NA,NA,19,160,199,NA,NA,NA,NA,349,NA,NA,NA
"1206","Voronezh Region",2004,"region",4340.6,4143,1910.6,8.6,NA,10.3,NA,NA,NA,18.6,156,211,NA,NA,NA,NA,261,NA,NA,NA
"1207","Voronezh Region",2005,"region",5382.2,5489,2392.5,8.4,NA,10.4,59.48,66.24,73.77,18.8,157,177,3127,NA,NA,NA,376,961,24,NA
"1208","Voronezh Region",2006,"region",6750.3,7020,2658.4,8.4,NA,8.2,NA,NA,NA,18.1,146,175,NA,NA,NA,NA,423,NA,NA,NA
"1209","Voronezh Region",2007,"region",8730.9,8530,3445.4,9,NA,8.2,NA,NA,NA,17.7,175,225,NA,NA,NA,NA,1292,NA,NA,NA
"1210","Voronezh Region",2008,"region",11490.2,10896,4228.9,9.8,NA,8,NA,NA,NA,17.7,161,236,NA,NA,NA,NA,1408,NA,NA,NA
"1211","Voronezh Region",2009,"region",12786.1,12376,5730.9,10.4,NA,7.8,62.71,68.94,75.37,17,154,219,3281,NA,NA,NA,1245,1100,33,NA
"1212","Voronezh Region",2010,"region",14337.3,13580,7087.2,10.2,NA,7.1,NA,NA,NA,17,158,66,3471,849,2336,1487,16,1285,29,NA
"1213","Voronezh Region",2011,"region",16054.7,NA,7701.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","Yamalo-Nenets Autonomous District",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,495,386,NA,NA,NA,NA
"1215","Yamalo-Nenets Autonomous District",1990,"region",NA,NA,NA,16.4,NA,20.3,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","Yamalo-Nenets Autonomous District",1995,"region",NA,NA,NA,13.1,NA,21.5,NA,NA,NA,6.4,NA,116,93,NA,NA,NA,327,191,NA,NA
"1217","Yamalo-Nenets Autonomous District",2000,"region",8964.7,7563,992.3,11.7,NA,14.4,61.64,66.71,72.28,5.6,NA,272,NA,NA,NA,NA,147,NA,NA,NA
"1218","Yamalo-Nenets Autonomous District",2001,"region",12577.1,10733,1301.5,12.8,NA,15.6,NA,NA,NA,6.1,NA,241,NA,NA,NA,NA,166,NA,NA,NA
"1219","Yamalo-Nenets Autonomous District",2002,"region",15876.2,13298,1905.8,13.1,NA,14,NA,NA,NA,5.8,NA,195,NA,84,507,423,307,NA,NA,NA
"1220","Yamalo-Nenets Autonomous District",2003,"region",20027.2,15962,2342.7,14,NA,12.7,NA,NA,NA,6,NA,313,NA,NA,NA,NA,216,NA,NA,NA
"1221","Yamalo-Nenets Autonomous District",2004,"region",23890.2,18868,3069.2,14,NA,13.4,NA,NA,NA,5.7,NA,225,NA,NA,NA,NA,NA,NA,NA,NA
"1222","Yamalo-Nenets Autonomous District",2005,"region",27534.1,21766,3917.1,13.6,NA,11.2,62.63,68.21,74.27,5.9,NA,227,129,NA,NA,NA,124,331,NA,NA
"1223","Yamalo-Nenets Autonomous District",2006,"region",32336.4,27081,4367,13.2,NA,13,NA,NA,NA,5.6,NA,257,NA,NA,NA,NA,136,NA,NA,NA
"1224","Yamalo-Nenets Autonomous District",2007,"region",37363.5,31512,5555.3,14.2,NA,13.3,NA,NA,NA,5.4,NA,248,NA,NA,NA,NA,180,NA,NA,NA
"1225","Yamalo-Nenets Autonomous District",2008,"region",44168.7,38133,7031.3,14.5,NA,11.4,NA,NA,NA,5.4,NA,229,NA,NA,NA,NA,263,NA,NA,NA
"1226","Yamalo-Nenets Autonomous District",2009,"region",46480.5,38608,9594.7,15.1,NA,10.7,67.8,71.3,75.5,5.4,NA,282,163,NA,NA,NA,183,377,NA,NA
"1227","Yamalo-Nenets Autonomous District",2010,"region",52618.8,41865,11512.5,15.8,NA,12.2,NA,NA,NA,5.5,NA,58,174,80,523,443,78,386,NA,NA
"1228","Yamalo-Nenets Autonomous District",2011,"region",59095.3,NA,12644.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","Yaroslavl Region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,1469,1196,NA,NA,NA,NA
"1230","Yaroslavl Region",1990,"region",NA,NA,NA,11.3,NA,15,NA,NA,NA,13.2,368,1882,NA,NA,NA,NA,287,NA,NA,NA
"1231","Yaroslavl Region",1995,"region",NA,473,NA,7.6,NA,12,NA,NA,NA,17.4,256,564,987,NA,NA,NA,363,506,22,NA
"1232","Yaroslavl Region",2000,"region",1905.8,1804,839.9,7.3,NA,12.1,58.36,65.19,72.76,18,239,799,NA,NA,NA,NA,345,NA,NA,NA
"1233","Yaroslavl Region",2001,"region",2830.6,2518,1176.3,8.1,NA,13.2,NA,NA,NA,19.6,241,1054,NA,NA,NA,NA,321,NA,NA,NA
"1234","Yaroslavl Region",2002,"region",3889.5,3354,1504,8.6,NA,12.9,NA,NA,NA,20.5,230,1156,NA,261,1367,1106,320,NA,NA,NA
"1235","Yaroslavl Region",2003,"region",4952.1,4267,1795.7,9.1,NA,10.9,NA,NA,NA,20.8,225,1240,NA,NA,NA,NA,373,NA,NA,NA
"1236","Yaroslavl Region",2004,"region",6164.1,5095,2057.1,9.4,NA,10.3,NA,NA,NA,20,211,1275,NA,NA,NA,NA,360,NA,NA,NA
"1237","Yaroslavl Region",2005,"region",7366.2,6264,2560.4,9.2,NA,7.5,56.91,63.98,71.96,19.9,213,1295,963,NA,NA,NA,723,497,19,NA
"1238","Yaroslavl Region",2006,"region",8994.5,8154,2867.7,9.4,NA,8.2,NA,NA,NA,18.3,191,1385,NA,NA,NA,NA,690,NA,NA,NA
"1239","Yaroslavl Region",2007,"region",11214.8,9938,3684.1,9.9,NA,6.8,NA,NA,NA,17.5,205,1507,NA,NA,NA,NA,882,NA,NA,NA
"1240","Yaroslavl Region",2008,"region",13802.9,12587,4556.1,10.4,NA,6.7,NA,NA,NA,17.4,233,1314,NA,NA,NA,NA,729,NA,NA,NA
"1241","Yaroslavl Region",2009,"region",14417.6,13165,6160.7,10.9,NA,6.1,61.94,68.59,75.29,16.6,216,1404,1033,NA,NA,NA,618,568,22,NA
"1242","Yaroslavl Region",2010,"region",16075.8,14548,7673.4,11.3,NA,6.9,NA,NA,NA,17.2,226,2,1048,227,1272,1045,45,577,18,NA
"1243","Yaroslavl Region",2011,"region",18111,NA,8347.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","Zabaykalsky Krai",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,1375,894,NA,NA,NA,NA
"1245","Zabaykalsky Krai",1990,"region",NA,NA,NA,17.6,NA,19.5,NA,NA,NA,9.2,126,157,NA,NA,NA,NA,283,NA,NA,NA
"1246","Zabaykalsky Krai",1995,"region",NA,436,NA,12.7,NA,20.8,NA,NA,NA,13.3,131,82,1503,NA,NA,NA,165,551,33,NA
"1247","Zabaykalsky Krai",2000,"region",2106.3,1406,783.1,11.8,NA,18.4,55.49,61.49,68.55,14.5,86,153,NA,NA,NA,NA,79,NA,NA,NA
"1248","Zabaykalsky Krai",2001,"region",2871.8,2011,1082.7,12.5,NA,21.5,NA,NA,NA,15.3,86,207,NA,NA,NA,NA,147,NA,NA,NA
"1249","Zabaykalsky Krai",2002,"region",4246.2,2993,1363.1,13.1,NA,16.9,NA,NA,NA,16.2,92,151,NA,417,1156,739,263,NA,NA,NA
"1250","Zabaykalsky Krai",2003,"region",5442.2,4016,1625.7,13.5,NA,16.3,NA,NA,NA,16.8,88,130,NA,NA,NA,NA,288,NA,NA,NA
"1251","Zabaykalsky Krai",2004,"region",6671.6,4800,1866.9,13.8,NA,13.1,NA,NA,NA,17.1,84,127,NA,NA,NA,NA,291,NA,NA,NA
"1252","Zabaykalsky Krai",2005,"region",8152.7,5887,2344.1,13.5,NA,10.3,52.9,59.27,67.08,17.2,164,170,1430,NA,NA,NA,252,629,21,NA
"1253","Zabaykalsky Krai",2006,"region",9942.6,7081,2618,13.9,NA,10.2,NA,NA,NA,15.5,352,164,NA,NA,NA,NA,252,NA,NA,NA
"1254","Zabaykalsky Krai",2007,"region",12161.5,8212,3411.2,14.9,NA,8.5,NA,NA,NA,14.4,224,186,NA,NA,NA,NA,222,NA,NA,NA
"1255","Zabaykalsky Krai",2008,"region",15142.5,10971,4191.8,15.9,NA,8.7,NA,NA,NA,14.3,176,173,NA,NA,NA,NA,187,NA,NA,NA
"1256","Zabaykalsky Krai",2009,"region",16553.6,12615,5738,15.9,NA,6.6,58.81,64.67,71.02,13.7,191,195,1701,NA,NA,NA,271,751,52,NA
"1257","Zabaykalsky Krai",2010,"region",18684.5,14070,6929.4,15.9,NA,7.4,NA,NA,NA,13.8,229,69,1774,378,1107,729,72,760,25,NA
"1258","Zabaykalsky Krai",2011,"region",21099.6,NA,7561.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","FD_Far Eastern Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923,7950,6027,NA,NA,NA,NA
"1260","FD_Far Eastern Federal District",1990,"federal_district",NA,NA,NA,15.4,NA,18.8,NA,NA,NA,8.2,284,410,NA,NA,NA,NA,387,NA,NA,NA
"1261","FD_Far Eastern Federal District",1995,"federal_district",NA,649,NA,10.4,NA,20.5,NA,NA,NA,12.8,117,284,3533,NA,NA,NA,329,2798,130,122
"1262","FD_Far Eastern Federal District",2000,"federal_district",3113.6,2498,940.1,9.7,308801.5,18.6,57.29,63.17,70.03,13.2,141,352,NA,NA,NA,NA,331,NA,NA,NA
"1263","FD_Far Eastern Federal District",2001,"federal_district",4298,3304,1246.2,10.3,NA,18.1,NA,NA,NA,13.8,153,413,NA,NA,NA,NA,268,NA,NA,NA
"1264","FD_Far Eastern Federal District",2002,"federal_district",5979.1,4391,1614.9,11,471105.9,15.5,NA,NA,NA,14.3,168,349,NA,1611,6693,5082,521,NA,NA,NA
"1265","FD_Far Eastern Federal District",2003,"federal_district",7554.7,5788,1940.9,11.6,561093.6,15.9,NA,NA,NA,14.9,160,421,NA,NA,NA,NA,1656,NA,NA,NA
"1266","FD_Far Eastern Federal District",2004,"federal_district",9115.2,7047,2381.4,11.9,678448.4,14.4,NA,NA,NA,15,143,437,NA,NA,NA,NA,657,NA,NA,NA
"1267","FD_Far Eastern Federal District",2005,"federal_district",11507.9,8892,2985.6,11.5,826421.7,13.5,56.16,62.24,69.44,15.3,150,391,4771,NA,NA,NA,627,3399,107,138
"1268","FD_Far Eastern Federal District",2006,"federal_district",13711.4,11097,3344.4,11.5,999073.1,12.5,NA,NA,NA,14,172,405,NA,NA,NA,NA,545,NA,NA,NA
"1269","FD_Far Eastern Federal District",2007,"federal_district",16713,13358,4334.8,12.3,1277126.7,12.1,NA,NA,NA,13.5,161,391,NA,NA,NA,NA,571,NA,NA,NA
"1270","FD_Far Eastern Federal District",2008,"federal_district",20778.3,15622,5389.6,12.6,1534867.9,10.8,NA,NA,NA,13.6,163,395,NA,NA,NA,NA,538,NA,NA,NA
"1271","FD_Far Eastern Federal District",2009,"federal_district",23157.8,18410,7324.4,13,1730519.2,10.5,60.07,65.86,72.17,13.3,166,400,5578,NA,NA,NA,532,3680,134,176
"1272","FD_Far Eastern Federal District",2010,"federal_district",25814.2,20809,8898.5,13.2,2106914.5,9.6,NA,NA,NA,13.8,185,4,5880,1588,6292,4704,7,3775,107,183
"1273","FD_Far Eastern Federal District",2011,"federal_district",29319.7,NA,9712.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","FD_Volga Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9331,31785,22454,NA,NA,NA,NA
"1275","FD_Volga Federal District",1990,"federal_district",NA,NA,NA,14,NA,16.7,NA,NA,NA,10.9,359,314,NA,NA,NA,NA,370,NA,NA,NA
"1276","FD_Volga Federal District",1995,"federal_district",NA,369,NA,9.4,NA,18.1,NA,NA,NA,14.5,217,240,26088,NA,NA,NA,490,13404,459,543
"1277","FD_Volga Federal District",2000,"federal_district",1783,1726,798.5,8.8,1036789,14.4,58.98,65.54,72.71,15.3,206,266,NA,NA,NA,NA,479,NA,NA,NA
"1278","FD_Volga Federal District",2001,"federal_district",2562.5,2319,1100.9,9,NA,13.6,NA,NA,NA,15.5,214,279,NA,NA,NA,NA,511,NA,NA,NA
"1279","FD_Volga Federal District",2002,"federal_district",3412.1,3035,1406.1,9.7,1483309.6,12.6,NA,NA,NA,16.3,206,264,NA,9108,31155,22047,1169,NA,NA,NA
"1280","FD_Volga Federal District",2003,"federal_district",4235.3,3917,1678.5,10,1807987,12.2,NA,NA,NA,16.5,197,272,NA,NA,NA,NA,1022,NA,NA,NA
"1281","FD_Volga Federal District",2004,"federal_district",5149.9,4787,1925.4,10.2,2284895.8,11,NA,NA,NA,16.3,187,280,NA,NA,NA,NA,1103,NA,NA,NA
"1282","FD_Volga Federal District",2005,"federal_district",6473.3,6220,2414.3,9.8,2799035.9,10.5,58.64,65.26,72.59,16.5,188,302,29221,NA,NA,NA,1182,15626,431,650
"1283","FD_Volga Federal District",2006,"federal_district",8118,7996,2695.9,10.1,3513341.6,9.9,NA,NA,NA,15.6,189,302,NA,NA,NA,NA,1273,NA,NA,NA
"1284","FD_Volga Federal District",2007,"federal_district",10347.4,9930,3485.9,11.1,4330427.6,8.9,NA,NA,NA,15.2,198,309,NA,NA,NA,NA,1236,NA,NA,NA
"1285","FD_Volga Federal District",2008,"federal_district",13209.9,12351,4298.3,11.8,5324051.1,7.9,NA,NA,NA,15.1,198,313,NA,NA,NA,NA,1152,NA,NA,NA
"1286","FD_Volga Federal District",2009,"federal_district",13987.4,13911,5832.9,12.1,4922531.5,7.2,62.32,68.47,74.75,14.6,201,332,30721,NA,NA,NA,1453,17464,515,855
"1287","FD_Volga Federal District",2010,"federal_district",15613.6,15697,7201.9,12.4,5660129.9,6.8,NA,NA,NA,15,210,6,30955,8720,29900,21180,3,17884,414,913
"1288","FD_Volga Federal District",2011,"federal_district",17543.6,NA,7839.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","FD_Northwestern Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2732,15237,12505,NA,NA,NA,NA
"1290","FD_Northwestern Federal District",1990,"federal_district",NA,NA,NA,12,NA,16.4,NA,NA,NA,11.1,504,2677,NA,NA,NA,NA,384,NA,NA,NA
"1291","FD_Northwestern Federal District",1995,"federal_district",NA,565,NA,7.9,NA,16.5,NA,NA,NA,15.9,320,1280,6599,NA,NA,NA,803,5107,162,245
"1292","FD_Northwestern Federal District",2000,"federal_district",2531.5,2269,886.3,7.7,578504.7,12.8,58.16,64.52,71.57,16.4,339,1550,NA,NA,NA,NA,515,NA,NA,NA
"1293","FD_Northwestern Federal District",2001,"federal_district",3655.1,3084,1235,8.2,NA,12.8,NA,NA,NA,17,330,1612,NA,NA,NA,NA,686,NA,NA,NA
"1294","FD_Northwestern Federal District",2002,"federal_district",5067.9,4010,1605.3,8.9,886843.2,11,NA,NA,NA,17.7,329,1730,NA,2473,13975,11502,911,NA,NA,NA
"1295","FD_Northwestern Federal District",2003,"federal_district",6143.7,5403,1913.1,9.4,1091026.5,10.4,NA,NA,NA,18.4,297,1691,NA,NA,NA,NA,1202,NA,NA,NA
"1296","FD_Northwestern Federal District",2004,"federal_district",7518.1,6938,2260.3,9.6,1474882,9.4,NA,NA,NA,17.8,296,1625,NA,NA,NA,NA,1638,NA,NA,NA
"1297","FD_Northwestern Federal District",2005,"federal_district",9487.2,9045,2828.4,9.3,1799780.2,9.4,57.37,64.02,71.44,17.7,291,1756,7360,NA,NA,NA,1700,5836,118,303
"1298","FD_Northwestern Federal District",2006,"federal_district",11851.3,10971,3205.5,9.4,2198608,7.7,NA,NA,NA,16.6,278,1796,NA,NA,NA,NA,1697,NA,NA,NA
"1299","FD_Northwestern Federal District",2007,"federal_district",15256.1,13282,4210.5,10.2,2770190.2,7.2,NA,NA,NA,15.6,281,1815,NA,NA,NA,NA,2234,NA,NA,NA
"1300","FD_Northwestern Federal District",2008,"federal_district",19396,15070,5197.8,10.7,3388222.1,6.7,NA,NA,NA,15.7,289,1729,NA,NA,NA,NA,2806,NA,NA,NA
"1301","FD_Northwestern Federal District",2009,"federal_district",20892.7,17662,7044.1,11.3,3415870.7,6.2,62.18,68.2,74.28,15.2,279,1781,8377,NA,NA,NA,2667,6559,160,354
"1302","FD_Northwestern Federal District",2010,"federal_district",23531.5,19741,8611.1,11.4,3905154,5.6,NA,NA,NA,14.9,279,1,8318,2241,13584,11343,1,6549,104,409
"1303","FD_Northwestern Federal District",2011,"federal_district",25776.4,NA,9373.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","FD_North Caucasian Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3584,7284,3700,NA,NA,NA,NA
"1305","FD_North Caucasian Federal District",1990,"federal_district",NA,NA,NA,20.1,NA,20.4,NA,NA,NA,9,289,252,NA,NA,NA,NA,240,NA,NA,NA
"1306","FD_North Caucasian Federal District",1995,"federal_district",NA,NA,NA,15,NA,19.2,NA,NA,NA,10.6,126,122,6429,NA,NA,NA,188,1976,107,73
"1307","FD_North Caucasian Federal District",2000,"federal_district",1213,1130,714.6,12.1,105178,18.2,NA,NA,NA,10.2,101,154,NA,NA,NA,NA,197,NA,NA,NA
"1308","FD_North Caucasian Federal District",2001,"federal_district",1720.7,1441,1001.3,12,NA,16.7,NA,NA,NA,9.9,108,146,NA,NA,NA,NA,221,NA,NA,NA
"1309","FD_North Caucasian Federal District",2002,"federal_district",2441.7,1922,1273.3,12.4,174564.1,16.5,NA,NA,NA,10.3,102,140,NA,4561,8935,4374,357,NA,NA,NA
"1310","FD_North Caucasian Federal District",2003,"federal_district",3108,2532,1519.9,14.1,220169.6,13.3,NA,NA,NA,10,97,131,NA,NA,NA,NA,640,NA,NA,NA
"1311","FD_North Caucasian Federal District",2004,"federal_district",3844.5,3466,1733.3,14.2,275606.3,13.8,NA,NA,NA,9.5,90,132,NA,NA,NA,NA,636,NA,NA,NA
"1312","FD_North Caucasian Federal District",2005,"federal_district",4785.1,4544,2198.2,13.9,352070,13,NA,NA,NA,9.4,89,162,7788,NA,NA,NA,411,3426,101,88
"1313","FD_North Caucasian Federal District",2006,"federal_district",5950.2,5972,2436.6,13.9,457117.5,14.8,NA,NA,NA,9.3,89,137,NA,NA,NA,NA,364,NA,NA,NA
"1314","FD_North Caucasian Federal District",2007,"federal_district",7734.9,7606,3203.8,15.8,573220.1,13.5,NA,NA,NA,8.8,93,142,NA,NA,NA,NA,347,NA,NA,NA
"1315","FD_North Caucasian Federal District",2008,"federal_district",9861.8,9780,3901.6,17,728230.9,12.4,NA,NA,NA,8.7,97,161,NA,NA,NA,NA,322,NA,NA,NA
"1316","FD_North Caucasian Federal District",2009,"federal_district",11431.9,11553,5333.1,17.1,786670.9,12.7,NA,NA,NA,8.9,91,172,7146,NA,NA,NA,286,3721,105,91
"1317","FD_North Caucasian Federal District",2010,"federal_district",12569.2,13249,6394.5,17.2,887605.6,12,NA,NA,NA,8.5,90,8,6807,4830,9497,4667,8,3410,89,101
"1318","FD_North Caucasian Federal District",2011,"federal_district",13898.4,NA,6962.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","FD_Siberian Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5935,21068,15133,NA,NA,NA,NA
"1320","FD_Siberian Federal District",1990,"federal_district",NA,NA,NA,14.6,NA,19.4,NA,NA,NA,10.1,311,262,NA,NA,NA,NA,330,NA,NA,NA
"1321","FD_Siberian Federal District",1995,"federal_district",NA,494,NA,10,NA,19.2,NA,NA,NA,14.3,197,325,14750,NA,NA,NA,310,8318,463,362
"1322","FD_Siberian Federal District",2000,"federal_district",2269.6,1933,834.6,9.7,687070.8,17.6,57.39,63.66,70.69,14.6,209,347,NA,NA,NA,NA,288,NA,NA,NA
"1323","FD_Siberian Federal District",2001,"federal_district",3190.8,2576,1137.4,10.1,NA,17.1,NA,NA,NA,14.9,204,376,NA,NA,NA,NA,285,NA,NA,NA
"1324","FD_Siberian Federal District",2002,"federal_district",4309.5,3373,1454.8,10.9,991736.7,15.6,NA,NA,NA,15.8,202,351,NA,5790,20063,14273,496,NA,NA,NA
"1325","FD_Siberian Federal District",2003,"federal_district",5325.3,4351,1740.9,11.5,1209596.7,13.9,NA,NA,NA,16.2,199,358,NA,NA,NA,NA,517,NA,NA,NA
"1326","FD_Siberian Federal District",2004,"federal_district",6507.8,5267,2027.5,11.6,1631782.5,12.9,NA,NA,NA,15.9,197,360,NA,NA,NA,NA,478,NA,NA,NA
"1327","FD_Siberian Federal District",2005,"federal_district",8109.7,6680,2540.7,11.4,1951299.4,12.3,56.25,62.75,70.15,16.5,200,373,15597,NA,NA,NA,620,9398,357,444
"1328","FD_Siberian Federal District",2006,"federal_district",9877.5,8346,2839.3,11.6,2442999.2,11.4,NA,NA,NA,15.1,223,361,NA,NA,NA,NA,572,NA,NA,NA
"1329","FD_Siberian Federal District",2007,"federal_district",12344.8,10286,3680.3,12.7,2990665.1,10.5,NA,NA,NA,14.4,222,378,NA,NA,NA,NA,633,NA,NA,NA
"1330","FD_Siberian Federal District",2008,"federal_district",15381.4,12873,4542.1,13.7,3442209.8,9.1,NA,NA,NA,14.4,221,378,NA,NA,NA,NA,763,NA,NA,NA
"1331","FD_Siberian Federal District",2009,"federal_district",16606.4,13525,6165,14,3391088.1,9.1,60.98,66.99,73.2,13.9,224,374,19476,NA,NA,NA,643,10928,547,519
"1332","FD_Siberian Federal District",2010,"federal_district",18657.6,14892,7548.1,14.1,4093589,8.4,NA,NA,NA,14.2,239,5,20264,5400,19254,13854,6,12296,325,545
"1333","FD_Siberian Federal District",2011,"federal_district",20889.9,NA,8218.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","FD_Ural Federal District",1989,"federal_district",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2481,12526,10045,NA,NA,NA,NA
"1335","FD_Ural Federal District",1990,"federal_district",NA,NA,NA,13.5,NA,17.1,NA,NA,NA,9.7,288,242,NA,NA,NA,NA,354,NA,NA,NA
"1336","FD_Ural Federal District",1995,"federal_district",NA,605,NA,9.2,NA,18.8,NA,NA,NA,13.9,158,245,6051,NA,NA,NA,378,4686,219,269
"1337","FD_Ural Federal District",2000,"federal_district",3486.5,2744,840.7,9.2,866133.4,15.4,58.11,64.56,71.77,14.4,160,261,NA,NA,NA,NA,377,NA,NA,NA
"1338","FD_Ural Federal District",2001,"federal_district",5168.6,3820,1160.1,9.8,NA,13.5,NA,NA,NA,14.3,161,265,NA,NA,NA,NA,389,NA,NA,NA
"1339","FD_Ural Federal District",2002,"federal_district",6588.6,4791,1506.9,10.7,1335976,12.4,NA,NA,NA,15,160,255,NA,2382,12374,9992,786,NA,NA,NA
"1340","FD_Ural Federal District",2003,"federal_district",8085.7,6110,1808.9,11,1659322.1,11.7,NA,NA,NA,15.2,168,262,NA,NA,NA,NA,685,NA,NA,NA
"1341","FD_Ural Federal District",2004,"federal_district",9692.5,7413,2124.1,11.4,2234753,11.1,NA,NA,NA,14.7,177,283,NA,NA,NA,NA,724,NA,NA,NA
"1342","FD_Ural Federal District",2005,"federal_district",11679.5,9507,2662.9,11.1,3091362.9,10,58.79,65.22,72.28,14.8,176,301,8663,NA,NA,NA,882,6036,208,419
"1343","FD_Ural Federal District",2006,"federal_district",14306.9,12038,2999,11.4,3720616.2,9.1,NA,NA,NA,13.8,179,320,NA,NA,NA,NA,737,NA,NA,NA
"1344","FD_Ural Federal District",2007,"federal_district",17837.6,15025,3869.5,12.4,4236325.3,8.3,NA,NA,NA,13.3,183,281,NA,NA,NA,NA,681,NA,NA,NA
"1345","FD_Ural Federal District",2008,"federal_district",21826,18685,4827.5,13.2,4815668,7.9,NA,NA,NA,13.3,196,275,NA,NA,NA,NA,620,NA,NA,NA
"1346","FD_Ural Federal District",2009,"federal_district",22269,19769,6561.9,13.6,4360451.2,7.1,62.62,68.6,74.68,12.9,201,287,10363,NA,NA,NA,750,6952,260,556
"1347","FD_Ural Federal District",2010,"federal_district",25034.5,21586,8093.8,14.1,5087785.4,6.7,NA,NA,NA,13,209,7,10717,2425,12083,9658,5,7314,159,571
"1348","FD_Ural Federal District",2011,"federal_district",28055.3,NA,8849.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
