"","region_en","year","level","average_nominal_monthly_salary","average_percapita_income","average_size_of_pensions","crude_birth_rate","gross_regional_product","infant_mortality_rate","life_expectancy_men","life_expectancy_total","life_expectancy_women","mortality_rate","number_of_theater_goers_per_1000_population","number_of_visits_to_museums_per_1000_population","planar_sports_facilities_(playgrounds_and_fields)","population_rural","population_total","population_urban","publication_of_newspapers_per_1000_people","sports_halls","stadiums_with_stands_for_1500_seats_or_more","swimming_pools"
"348","Kamchatka Krai",2001,"region",6157.2,4559,1567.6,9.5,NA,15.3,NA,NA,NA,11.8,169,233,NA,NA,NA,NA,422,NA,NA,NA
"349","Kamchatka Krai",2002,"region",8678.6,5916,2030.4,10.8,NA,14.1,NA,NA,NA,11.5,191,254,NA,68,359,291,744,NA,NA,NA
"350","Kamchatka Krai",2003,"region",10319.6,7101,2457.1,10.8,NA,14.3,NA,NA,NA,12.2,210,239,NA,NA,NA,NA,702,NA,NA,NA
"351","Kamchatka Krai",2004,"region",12297.7,8343,3238.3,11.1,NA,13,NA,NA,NA,12.2,182,246,NA,NA,NA,NA,502,NA,NA,NA
"352","Kamchatka Krai",2005,"region",15477.1,10834,4013.5,11,NA,10.3,57.91,63.51,70.25,12.6,149,278,160,NA,NA,NA,988,208,4,NA
"353","Kamchatka Krai",2006,"region",18540.9,13237,4515.7,11,NA,12.2,NA,NA,NA,11.3,145,228,NA,NA,NA,NA,453,NA,NA,NA
"354","Kamchatka Krai",2007,"region",21814.7,15962,5744.8,11.3,NA,8.7,NA,NA,NA,11.2,112,218,NA,NA,NA,NA,1074,NA,NA,NA
"355","Kamchatka Krai",2008,"region",27254.2,19063,7192.5,11.7,NA,7.5,NA,NA,NA,11.4,106,228,NA,NA,NA,NA,1133,NA,NA,NA
"356","Kamchatka Krai",2009,"region",31569.9,22738,9719.4,11.9,NA,11.8,60.6,66.06,72.18,11.8,90,250,264,NA,NA,NA,1454,215,6,NA
"357","Kamchatka Krai",2010,"region",35747.6,26841,11778.1,12.1,NA,9.4,NA,NA,NA,12.6,186,63,270,73,322,249,11,221,2,NA
"358","Kamchatka Krai",2011,"region",39325.9,NA,12848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Karachay-Cherkess Republic",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,415,202,NA,NA,NA,NA
"360","Karachay-Cherkess Republic",1990,"region",NA,NA,NA,17.1,NA,16,NA,NA,NA,8.3,296,361,NA,NA,NA,NA,NA,NA,NA,NA
"361","Karachay-Cherkess Republic",1995,"region",NA,232,NA,12.9,NA,16.3,NA,NA,NA,10.3,204,196,649,NA,NA,NA,266,187,5,NA
"362","Karachay-Cherkess Republic",2000,"region",1130.9,1040,735.1,10.6,NA,29.7,63.24,68.4,73.56,11.3,75,198,NA,NA,NA,NA,293,NA,NA,NA
"363","Karachay-Cherkess Republic",2001,"region",1637,1342,1027.7,10.9,NA,18.3,NA,NA,NA,11.2,107,167,NA,NA,NA,NA,203,NA,NA,NA
"364","Karachay-Cherkess Republic",2002,"region",2425.7,1999,1303.7,11.2,NA,13.9,NA,NA,NA,11.9,93,177,NA,246,440,194,459,NA,NA,NA
"365","Karachay-Cherkess Republic",2003,"region",3080.9,2619,1559,11.6,NA,12.8,NA,NA,NA,12.4,78,62,NA,NA,NA,NA,349,NA,NA,NA
"366","Karachay-Cherkess Republic",2004,"region",3696.2,3344,1776.4,11.9,NA,9.9,NA,NA,NA,11.6,71,50,NA,NA,NA,NA,309,NA,NA,NA
"367","Karachay-Cherkess Republic",2005,"region",4710.1,4266,2241.9,12,NA,9.8,63.09,69.23,75.53,11.9,66,60,511,NA,NA,NA,284,219,5,NA
"368","Karachay-Cherkess Republic",2006,"region",5870.9,5534,2488.5,11.7,NA,10.7,NA,NA,NA,11.4,68,54,NA,NA,NA,NA,272,NA,NA,NA
"369","Karachay-Cherkess Republic",2007,"region",7558.4,6939,3281.9,14.2,NA,9.2,NA,NA,NA,10.8,66,48,NA,NA,NA,NA,347,NA,NA,NA
"370","Karachay-Cherkess Republic",2008,"region",9383.6,8676,4010.1,14.9,NA,8.7,NA,NA,NA,11.1,68,54,NA,NA,NA,NA,297,NA,NA,NA
"371","Karachay-Cherkess Republic",2009,"region",10477.1,10166,5488.2,14.5,NA,9,65.93,71.54,76.96,11,73,46,478,NA,NA,NA,230,222,8,NA
"372","Karachay-Cherkess Republic",2010,"region",11345.6,10431,6642.7,12.8,NA,10.4,NA,NA,NA,9.9,73,81,264,276,479,203,76,210,4,NA
"373","Karachay-Cherkess Republic",2011,"region",12446.9,NA,7213.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Karelia",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,790,643,NA,NA,NA,NA
"375","Karelia",1990,"region",NA,NA,NA,13.3,NA,14,NA,NA,NA,10.2,539,845,NA,NA,NA,NA,446,NA,NA,NA
"376","Karelia",1995,"region",NA,690,NA,8.8,NA,17.4,NA,NA,NA,16.7,334,250,504,NA,NA,NA,275,336,7,NA
"377","Karelia",2000,"region",2559,2313,949.8,8.7,NA,14.4,56.42,62.88,70.24,16.5,274,394,NA,NA,NA,NA,225,NA,NA,NA
"378","Karelia",2001,"region",3412.8,2931,1270.7,9.4,NA,12.9,NA,NA,NA,17.4,249,458,NA,NA,NA,NA,1466,NA,NA,NA
"379","Karelia",2002,"region",4653.1,4061,1668.9,10.1,NA,10,NA,NA,NA,18.7,228,499,NA,179,716,537,378,NA,NA,NA
"380","Karelia",2003,"region",5692,4937,2001.8,10.2,NA,8.1,NA,NA,NA,19.9,165,560,NA,NA,NA,NA,418,NA,NA,NA
"381","Karelia",2004,"region",6935.1,5809,2434.4,10.4,NA,9.7,NA,NA,NA,18.5,263,573,NA,NA,NA,NA,603,NA,NA,NA
"382","Karelia",2005,"region",8730.3,7096,3028.8,9.9,NA,9.6,55.26,62.06,70,18.1,250,653,514,NA,NA,NA,584,770,4,NA
"383","Karelia",2006,"region",10697.4,8803,3393.2,10,NA,7.6,NA,NA,NA,16.8,167,639,NA,NA,NA,NA,666,NA,NA,NA
"384","Karelia",2007,"region",13342.1,10095,4519.5,10.6,NA,7.2,NA,NA,NA,15.9,213,678,NA,NA,NA,NA,594,NA,NA,NA
"385","Karelia",2008,"region",16892.9,12229,5594,11.1,NA,5.8,NA,NA,NA,16.2,204,624,NA,NA,NA,NA,808,NA,NA,NA
"386","Karelia",2009,"region",18394,13572,7610.1,11.5,NA,5,60.02,66.56,73.4,15.5,183,682,527,NA,NA,NA,1010,750,4,NA
"387","Karelia",2010,"region",20056,15851,9286.3,12.1,NA,4.9,NA,NA,NA,16.2,166,12,547,141,645,504,23,748,4,NA
"388","Karelia",2011,"region",22173.9,NA,10132.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Kemerovo region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,3171,2769,NA,NA,NA,NA
"390","Kemerovo region",1990,"region",NA,NA,NA,12.9,NA,19.7,NA,NA,NA,11.3,250,210,NA,NA,NA,NA,405,NA,NA,NA
"391","Kemerovo region",1995,"region",NA,704,NA,8.9,NA,19.6,NA,NA,NA,16.7,183,259,1514,NA,NA,NA,410,1059,40,NA
"392","Kemerovo region",2000,"region",2425.4,2276,852.6,9,NA,16.5,56.42,62.69,69.83,16.7,134,399,NA,NA,NA,NA,236,NA,NA,NA
"393","Kemerovo region",2001,"region",3312.7,3086,1154.3,9.5,NA,15.2,NA,NA,NA,16.9,118,375,NA,NA,NA,NA,218,NA,NA,NA
"394","Kemerovo region",2002,"region",4248.3,3994,1470.4,10.1,NA,13.8,NA,NA,NA,17.7,115,356,NA,386,2899,2513,353,NA,NA,NA
"395","Kemerovo region",2003,"region",5263.6,4907,1762,10.5,NA,11.8,NA,NA,NA,18.3,127,367,NA,NA,NA,NA,659,NA,NA,NA
"396","Kemerovo region",2004,"region",6706.6,6162,2037.8,10.7,NA,11.8,NA,NA,NA,17.9,128,396,NA,NA,NA,NA,427,NA,NA,NA
"397","Kemerovo region",2005,"region",8653.6,7813,2553.7,10.8,NA,11.7,55.11,61.56,68.98,18.7,127,383,1618,NA,NA,NA,417,1159,36,NA
"398","Kemerovo region",2006,"region",10407.7,9443,2860.3,11.3,NA,10.3,NA,NA,NA,17.3,137,367,NA,NA,NA,NA,475,NA,NA,NA
"399","Kemerovo region",2007,"region",12554.9,11700,3687.4,12.1,NA,9.4,NA,NA,NA,16.6,135,432,NA,NA,NA,NA,465,NA,NA,NA
"400","Kemerovo region",2008,"region",15410,14439,4571.7,13,NA,8.7,NA,NA,NA,16.3,131,456,NA,NA,NA,NA,470,NA,NA,NA
"401","Kemerovo region",2009,"region",15995,13509,6204.9,13.3,NA,8.4,59.01,65.37,72.18,15.9,146,465,3528,NA,NA,NA,515,1580,45,NA
"402","Kemerovo region",2010,"region",18027.8,15416,7570.4,13.2,NA,8.3,NA,NA,NA,16.1,149,26,3829,404,2763,2359,52,2740,29,NA
"403","Kemerovo region",2011,"region",20478.8,NA,8250.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Khabarovsk Territory",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,1598,1281,NA,NA,NA,NA
"405","Khabarovsk Territory",1990,"region",NA,NA,NA,15.1,NA,18.7,NA,NA,NA,9.2,413,418,NA,NA,NA,NA,205,NA,NA,NA
"406","Khabarovsk Territory",1995,"region",NA,536,NA,9.4,NA,17.8,NA,NA,NA,13.3,213,371,646,NA,NA,NA,231,486,22,NA
"407","Khabarovsk Territory",2000,"region",2800,2500,910.6,8.5,NA,17.3,56.99,63.03,70.1,14.1,192,382,NA,NA,NA,NA,216,NA,NA,NA
"408","Khabarovsk Territory",2001,"region",3997.4,3396,1214.8,9.4,NA,18.3,NA,NA,NA,14.9,193,399,NA,NA,NA,NA,269,NA,NA,NA
"409","Khabarovsk Territory",2002,"region",5612.2,4689,1608.1,10,NA,16.2,NA,NA,NA,15.6,213,346,NA,279,1436,1157,345,NA,NA,NA
"410","Khabarovsk Territory",2003,"region",7368.5,6205,1934.5,10.8,NA,15.6,NA,NA,NA,16.3,206,353,NA,NA,NA,NA,395,NA,NA,NA
"411","Khabarovsk Territory",2004,"region",8948.4,7597,2339.1,11.3,NA,14.6,NA,NA,NA,16,159,367,NA,NA,NA,NA,369,NA,NA,NA
"412","Khabarovsk Territory",2005,"region",11335.6,9451,2925.4,10.9,NA,13,55.52,61.89,69.48,16.3,169,359,876,NA,NA,NA,380,470,21,NA
"413","Khabarovsk Territory",2006,"region",12887.6,11999,3290.1,11,NA,12.3,NA,NA,NA,14.9,233,357,NA,NA,NA,NA,414,NA,NA,NA
"414","Khabarovsk Territory",2007,"region",15883.5,14574,4291.1,11.6,NA,11.9,NA,NA,NA,14.2,202,356,NA,NA,NA,NA,341,NA,NA,NA
"415","Khabarovsk Territory",2008,"region",18984.5,15705,5341.9,12.2,NA,11.7,NA,NA,NA,14,216,325,NA,NA,NA,NA,356,NA,NA,NA
"416","Khabarovsk Territory",2009,"region",20455,19203,7239.7,12.5,NA,10.3,60.3,66.33,72.83,13.6,208,332,1170,NA,NA,NA,320,486,22,NA
"417","Khabarovsk Territory",2010,"region",22656.5,22607,8816.5,12.9,NA,10.5,NA,NA,NA,14.6,222,50,1314,244,1344,1100,70,503,15,NA
"418","Khabarovsk Territory",2011,"region",26155.7,NA,9604.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Khakassia",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,567,410,NA,NA,NA,NA
"420","Khakassia",1990,"region",NA,NA,NA,15.3,NA,18.6,NA,NA,NA,10.6,278,419,NA,NA,NA,NA,NA,NA,NA,NA
"421","Khakassia",1995,"region",NA,477,NA,10.2,NA,24.6,NA,NA,NA,14.3,200,349,306,NA,NA,NA,159,220,13,NA
"422","Khakassia",2000,"region",2193,1904,824.3,10.1,NA,23.8,56.93,62.75,69.16,14.6,147,564,NA,NA,NA,NA,117,NA,NA,NA
"423","Khakassia",2001,"region",3067.1,2476,1110.4,10.1,NA,20.6,NA,NA,NA,15.5,167,642,NA,NA,NA,NA,259,NA,NA,NA
"424","Khakassia",2002,"region",4093.9,3144,1416.9,11.2,NA,20.9,NA,NA,NA,17,186,668,NA,159,546,387,272,NA,NA,NA
"425","Khakassia",2003,"region",5054.1,3765,1691.5,11.8,NA,18.4,NA,NA,NA,17.8,167,678,NA,NA,NA,NA,234,NA,NA,NA
"426","Khakassia",2004,"region",6160.8,4441,2000.2,11.9,NA,15.7,NA,NA,NA,16.2,208,667,NA,NA,NA,NA,306,NA,NA,NA
"427","Khakassia",2005,"region",7770.8,5141,2515.8,11.5,NA,17.5,55.07,61.2,68.2,17.4,191,595,420,NA,NA,NA,335,237,16,NA
"428","Khakassia",2006,"region",9443.1,6367,2803.5,12,NA,15.6,NA,NA,NA,14.8,169,346,NA,NA,NA,NA,281,NA,NA,NA
"429","Khakassia",2007,"region",11251.2,7982,3673.1,13.8,NA,13.5,NA,NA,NA,13.6,173,373,NA,NA,NA,NA,185,NA,NA,NA
"430","Khakassia",2008,"region",14488.4,10188,4523.8,14.8,NA,11.5,NA,NA,NA,13.8,171,385,NA,NA,NA,NA,430,NA,NA,NA
"431","Khakassia",2009,"region",16211.6,10581,6142,15,NA,8.2,61.59,67.25,72.99,13.5,147,439,442,NA,NA,NA,522,238,17,NA
"432","Khakassia",2010,"region",18358.4,12776,7486.9,15.1,NA,8.5,NA,NA,NA,13.9,182,30,480,174,532,358,50,257,18,NA
"433","Khakassia",2011,"region",20689.5,NA,8149.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Khanty-Mansiysk Autonomous Okrug - Ugra",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1282,1166,NA,NA,NA,NA
"435","Khanty-Mansiysk Autonomous Okrug - Ugra",1990,"region",NA,NA,NA,17.1,NA,17,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Khanty-Mansiysk Autonomous Okrug - Ugra",1995,"region",NA,NA,NA,11.1,NA,22.5,NA,NA,NA,7.7,NA,104,425,NA,NA,NA,190,544,11,NA
"437","Khanty-Mansiysk Autonomous Okrug - Ugra",2000,"region",8492.2,6627,960.4,11.4,NA,10.2,59.86,65.87,72.55,6.9,NA,154,NA,NA,NA,NA,338,NA,NA,NA
"438","Khanty-Mansiysk Autonomous Okrug - Ugra",2001,"region",12589.8,9594,1336.1,12.3,NA,9.3,NA,NA,NA,7.1,NA,196,NA,NA,NA,NA,539,NA,NA,NA
"439","Khanty-Mansiysk Autonomous Okrug - Ugra",2002,"region",14634.3,10846,1913.5,13.4,NA,8.8,NA,NA,NA,6.9,NA,220,NA,131,1433,1302,676,NA,NA,NA
"440","Khanty-Mansiysk Autonomous Okrug - Ugra",2003,"region",17209.3,12892,2314.7,13.7,NA,7.8,NA,NA,NA,6.9,NA,201,NA,NA,NA,NA,715,NA,NA,NA
"441","Khanty-Mansiysk Autonomous Okrug - Ugra",2004,"region",19660,14972,3034.1,13.9,NA,6.9,NA,NA,NA,6.7,NA,284,NA,NA,NA,NA,NA,NA,NA,NA
"442","Khanty-Mansiysk Autonomous Okrug - Ugra",2005,"region",22828.5,18009,3829.4,13.5,NA,7.3,62.25,67.92,74.07,7.1,NA,307,560,NA,NA,NA,124,793,7,NA
"443","Khanty-Mansiysk Autonomous Okrug - Ugra",2006,"region",26826.3,22380,4304.1,13.7,NA,7.5,NA,NA,NA,6.8,NA,308,NA,NA,NA,NA,236,NA,NA,NA
"444","Khanty-Mansiysk Autonomous Okrug - Ugra",2007,"region",32227.9,27110,5516.7,14.6,NA,5.6,NA,NA,NA,6.7,NA,265,NA,NA,NA,NA,803,NA,NA,NA
"445","Khanty-Mansiysk Autonomous Okrug - Ugra",2008,"region",37412,32872,6956.4,15.3,NA,5.2,NA,NA,NA,6.8,NA,262,NA,NA,NA,NA,787,NA,NA,NA
"446","Khanty-Mansiysk Autonomous Okrug - Ugra",2009,"region",38386.6,31849,9453.4,15.6,NA,4,65.19,70.45,75.75,6.6,NA,291,579,NA,NA,NA,586,1006,8,NA
"447","Khanty-Mansiysk Autonomous Okrug - Ugra",2010,"region",41314.6,31264,11413.2,16.4,NA,4.3,NA,NA,NA,6.8,NA,55,632,131,1532,1401,47,1036,7,NA
"448","Khanty-Mansiysk Autonomous Okrug - Ugra",2011,"region",45498.1,NA,12471.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Kirov region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,1694,1181,NA,NA,NA,NA
"450","Kirov region",1990,"region",NA,NA,NA,13,NA,17,NA,NA,NA,12.1,259,384,NA,NA,NA,NA,340,NA,NA,NA
"451","Kirov region",1995,"region",NA,387,NA,8.2,NA,17.1,NA,NA,NA,16.5,182,456,1833,NA,NA,NA,400,808,39,NA
"452","Kirov region",2000,"region",1521.7,1359,843.7,8.1,NA,14,59.71,65.73,72.36,16.8,167,482,NA,NA,NA,NA,203,NA,NA,NA
"453","Kirov region",2001,"region",2121.5,1831,1169,8.3,NA,16.8,NA,NA,NA,17,169,527,NA,NA,NA,NA,266,NA,NA,NA
"454","Kirov region",2002,"region",2928.6,2517,1474.1,9,NA,14,NA,NA,NA,19,156,527,NA,425,1504,1079,688,NA,NA,NA
"455","Kirov region",2003,"region",3640.9,3094,1755.9,9.1,NA,13.2,NA,NA,NA,19.5,145,499,NA,NA,NA,NA,516,NA,NA,NA
"456","Kirov region",2004,"region",4540.6,3758,2004.7,9.6,NA,12.4,NA,NA,NA,18.8,141,482,NA,NA,NA,NA,279,NA,NA,NA
"457","Kirov region",2005,"region",5695.8,4580,2495.7,9.3,NA,9.4,57.88,64.19,71.54,19,142,558,978,NA,NA,NA,491,1394,27,NA
"458","Kirov region",2006,"region",6960.3,5773,2783.5,9.7,NA,9.9,NA,NA,NA,17.7,148,569,NA,NA,NA,NA,561,NA,NA,NA
"459","Kirov region",2007,"region",8861.5,7238,3582.1,10.6,NA,9.8,NA,NA,NA,16.8,175,578,NA,NA,NA,NA,538,NA,NA,NA
"460","Kirov region",2008,"region",10971,10112,4401.7,11.3,NA,7.5,NA,NA,NA,17.1,173,503,NA,NA,NA,NA,750,NA,NA,NA
"461","Kirov region",2009,"region",12053.9,10945,5962.1,11.4,NA,6.6,61.73,67.92,74.55,16.6,144,531,992,NA,NA,NA,1248,1286,28,NA
"462","Kirov region",2010,"region",13292.6,13385,7419.2,11.8,NA,7.6,NA,NA,NA,16.8,181,21,1003,348,1341,993,15,1287,28,NA
"463","Kirov region",2011,"region",14579,NA,8063.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Komi",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,1251,945,NA,NA,NA,NA
"465","Komi",1990,"region",NA,NA,NA,13.6,NA,16.5,NA,NA,NA,7.5,348,202,NA,NA,NA,NA,330,NA,NA,NA
"466","Komi",1995,"region",NA,695,NA,9.7,NA,25.3,NA,NA,NA,13.2,155,172,445,NA,NA,NA,280,531,12,NA
"467","Komi",2000,"region",3558.6,3141,955.4,9.4,NA,13,57.75,63.53,70.05,12.9,134,222,NA,NA,NA,NA,211,NA,NA,NA
"468","Komi",2001,"region",5177.7,4862,1268.3,10,NA,9.4,NA,NA,NA,13.5,133,285,NA,NA,NA,NA,336,NA,NA,NA
"469","Komi",2002,"region",6505.8,6225,1698.6,10.9,NA,10.9,NA,NA,NA,14.9,129,278,NA,252,1019,767,580,NA,NA,NA
"470","Komi",2003,"region",7884.2,7477,2044.1,11.3,NA,9.4,NA,NA,NA,15.6,122,255,NA,NA,NA,NA,613,NA,NA,NA
"471","Komi",2004,"region",9481.5,9301,2547,11.5,NA,8.6,NA,NA,NA,15.2,101,285,NA,NA,NA,NA,656,NA,NA,NA
"472","Komi",2005,"region",11612.1,11247,3182.7,11.1,NA,8.7,56,62.27,69.54,15.2,97,316,585,NA,NA,NA,745,536,8,NA
"473","Komi",2006,"region",14082.2,13418,3578.6,11.1,NA,7,NA,NA,NA,13.8,96,338,NA,NA,NA,NA,885,NA,NA,NA
"474","Komi",2007,"region",17077.3,16216,4693.7,11.9,NA,7.6,NA,NA,NA,12.7,116,375,NA,NA,NA,NA,1147,NA,NA,NA
"475","Komi",2008,"region",20826.9,18636,5856.4,12.2,NA,6.6,NA,NA,NA,12.7,123,335,NA,NA,NA,NA,913,NA,NA,NA
"476","Komi",2009,"region",23685.9,20245,7942.4,12.4,NA,5.1,60.55,66.54,72.89,12.8,124,389,733,NA,NA,NA,839,787,8,NA
"477","Komi",2010,"region",26139.8,23220,9612.8,12.9,NA,5,NA,NA,NA,13.1,164,41,755,208,902,694,30,719,8,NA
"478","Komi",2011,"region",28897.3,NA,10501.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Kostroma region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,804,552,NA,NA,NA,NA
"480","Kostroma region",1990,"region",NA,NA,NA,12.7,NA,17.9,NA,NA,NA,13.5,286,1069,NA,NA,NA,NA,226,NA,NA,NA
"481","Kostroma region",1995,"region",NA,399,NA,8.1,NA,20.1,NA,NA,NA,17.3,106,571,602,NA,NA,NA,241,313,17,NA
"482","Kostroma region",2000,"region",1508.3,1439,821.7,8.1,NA,13.8,57.44,63.98,71.52,18.9,145,472,NA,NA,NA,NA,329,NA,NA,NA
"483","Kostroma region",2001,"region",2190.6,1905,1141.8,8.7,NA,14.5,NA,NA,NA,19.9,141,454,NA,NA,NA,NA,303,NA,NA,NA
"484","Kostroma region",2002,"region",3068.1,2516,1445.7,9.4,NA,14.2,NA,NA,NA,21.1,164,825,NA,241,737,496,521,NA,NA,NA
"485","Kostroma region",2003,"region",3869.3,3089,1720.9,9.5,NA,13.4,NA,NA,NA,21.7,176,520,NA,NA,NA,NA,503,NA,NA,NA
"486","Kostroma region",2004,"region",4723.2,3816,1967.9,10,NA,10.9,NA,NA,NA,21.2,175,416,NA,NA,NA,NA,495,NA,NA,NA
"487","Kostroma region",2005,"region",5974.6,4934,2453.6,9.7,NA,12.5,55.98,62.66,70.52,21,177,380,660,NA,NA,NA,516,351,16,NA
"488","Kostroma region",2006,"region",7325.8,6299,2730.7,10,NA,14.5,NA,NA,NA,18.9,187,399,NA,NA,NA,NA,484,NA,NA,NA
"489","Kostroma region",2007,"region",9058.1,7711,3525.7,10.7,NA,8.8,NA,NA,NA,17.8,190,416,NA,NA,NA,NA,607,NA,NA,NA
"490","Kostroma region",2008,"region",11456.9,9413,4327.4,11.3,NA,10.7,NA,NA,NA,18,197,441,NA,NA,NA,NA,757,NA,NA,NA
"491","Kostroma region",2009,"region",12447.1,10464,5852.6,11.8,NA,10.4,60.84,67.17,73.79,17.2,222,574,681,NA,NA,NA,5259,358,17,NA
"492","Kostroma region",2010,"region",13525.8,12656,7249.2,12.1,NA,6.4,NA,NA,NA,17.7,246,17,684,201,667,466,3,358,17,NA
"493","Kostroma region",2011,"region",14890.5,NA,7863.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Krasnodar region",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121,4621,2500,NA,NA,NA,NA
"495","Krasnodar region",1990,"region",NA,NA,NA,13.2,NA,18,NA,NA,NA,13.3,181,598,NA,NA,NA,NA,303,NA,NA,NA
"496","Krasnodar region",1995,"region",NA,356,NA,10,NA,19.2,NA,NA,NA,15.3,104,346,3488,NA,NA,NA,317,1284,90,NA
"497","Krasnodar region",2000,"region",1697.6,1563,795.5,8.9,NA,13.3,61.15,67.07,73.37,15.2,87,379,NA,NA,NA,NA,336,NA,NA,NA
"498","Krasnodar region",2001,"region",2495.3,2125,1095.4,9.4,NA,13,NA,NA,NA,15.1,78,387,NA,NA,NA,NA,365,NA,NA,NA
"499","Krasnodar region",2002,"region",3365.4,2857,1396.9,9.9,NA,10.8,NA,NA,NA,15.7,71,349,NA,2385,5125,2740,696,NA,NA,NA
"500","Krasnodar region",2003,"region",4033.1,3662,1666.8,10.4,NA,9.5,NA,NA,NA,15.8,83,328,NA,NA,NA,NA,544,NA,NA,NA
"501","Krasnodar region",2004,"region",5155.3,4379,1891.3,10.8,NA,10.1,NA,NA,NA,15.3,76,304,NA,NA,NA,NA,549,NA,NA,NA
"502","Krasnodar region",2005,"region",6462.3,5572,2378.2,10.3,NA,8.6,61.54,67.5,73.87,15.6,71,321,3964,NA,NA,NA,691,1603,83,NA
"503","Krasnodar region",2006,"region",7975.5,7244,2650,10.4,NA,8.2,NA,NA,NA,14.8,66,350,NA,NA,NA,NA,873,NA,NA,NA
"504","Krasnodar region",2007,"region",10260,9778,3446.1,11.3,NA,7.7,NA,NA,NA,14.4,73,361,NA,NA,NA,NA,765,NA,NA,NA
"505","Krasnodar region",2008,"region",13162.5,12024,4228.7,12.2,NA,7.1,NA,NA,NA,14.2,75,399,NA,NA,NA,NA,742,NA,NA,NA
"506","Krasnodar region",2009,"region",14953.2,13894,5787.5,12.4,NA,5.9,65.37,70.66,75.9,13.7,86,398,4744,NA,NA,NA,758,1961,102,NA
"507","Krasnodar region",2010,"region",16329.9,16648,7048.6,12.2,NA,5.2,NA,NA,NA,13.6,86,40,5016,2461,5226,2765,35,2000,74,NA
"508","Krasnodar region",2011,"region",18416,NA,7659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Krasnoyarsk Krai",1989,"region",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,3039,2216,NA,NA,NA,NA
"510","Krasnoyarsk Krai",1990,"region",NA,NA,NA,13.8,NA,20.7,NA,NA,NA,9.3,374,250,NA,NA,NA,NA,331,NA,NA,NA
"511","Krasnoyarsk Krai",1995,"region",NA,595,NA,9.8,NA,19.8,NA,NA,NA,14,282,830,2350,NA,NA,NA,182,1422,64,NA
"512","Krasnoyarsk Krai",2000,"region",3503.4,2773,853.5,9.3,NA,21.7,56.08,62.45,69.81,14.8,316,546,NA,NA,NA,NA,139,NA,NA,NA
"513","Krasnoyarsk Krai",2001,"region",4813.3,3572,1173.6,10,NA,20.4,NA,NA,NA,14.6,285,699,NA,NA,NA,NA,191,NA,NA,NA
"514","Krasnoyarsk Krai",2002,"region",6171.4,4346,1531.5,10.7,NA,16.6,NA,NA,NA,15.3,278,638,NA,720,2966,2246,181,NA,NA,NA
"515","Krasnoyarsk Krai",2003,"region",7366.8,5509,1831.7,11.1,NA,14.1,NA,NA,NA,15.8,268,609,NA,NA,NA,NA,343,NA,NA,NA
"516","Krasnoyarsk Krai",2004,"region",8673.7,6408,2165.7,11.2,NA,13.1,NA,NA,NA,15.1,260,588,NA,NA,NA,NA,236,NA,NA,NA
"517","Krasnoyarsk Krai",2005,"region",10502.4,7710,2711.7,10.8,NA,13.9,56.69,63.11,70.4,15.7,244,618,2364,NA,NA,NA,263,1611,27,NA
